timestamp,item_id,packet_size
1764770119.723153,3,169
1764770119.723253,12,796
1764770119.723353,86,993
1764770119.723453,1000,227
1764770119.723553,1000,547
1764770119.723653,1000,1441
1764770119.723753,1,1157
1764770119.723853,1000,566
1764770119.723953,1000,1363
1764770119.724053,1000,790
1764770119.724153,3,752
1764770119.724253,1000,619
1764770119.724353,1000,314
1764770119.724453,1000,512
1764770119.724553,2,228
1764770119.724653,202,993
1764770119.724753,3,1377
1764770119.724853,1,1057
1764770119.724953,690,1105
1764770119.725053,1,1075
1764770119.725153,3,1153
1764770119.725253,1,1363
1764770119.725353,424,65
1764770119.725453,2,1348
1764770119.725553,1000,1413
1764770119.725653,1,374
1764770119.725753,982,957
1764770119.725853,1,517
1764770119.725953,1000,872
1764770119.726053,113,453
1764770119.726153,1000,234
1764770119.726253,5,1354
1764770119.726353,1,1162
1764770119.726453,30,750
1764770119.726553,1,266
1764770119.726653,11,454
1764770119.726753,60,1350
1764770119.726853,1000,104
1764770119.726953,1000,1040
1764770119.727053,36,494
1764770119.727153,273,680
1764770119.727253,1,954
1764770119.727353,121,491
1764770119.727453,18,1004
1764770119.727553,1,1332
1764770119.727653,195,1138
1764770119.727753,2,50
1764770119.727853,241,1038
1764770119.727953,58,935
1764770119.728053,1,1241
1764770119.728153,1,495
1764770119.728253,20,284
1764770119.728353,2,851
1764770119.728453,1000,1372
1764770119.728553,1,416
1764770119.728653,1,1013
1764770119.728753,8,520
1764770119.728853,1000,768
1764770119.728953,415,134
1764770119.729053,130,1077
1764770119.729153,18,1477
1764770119.729253,3,653
1764770119.729353,730,774
1764770119.729453,2,948
1764770119.729553,2,1331
1764770119.729653,1000,62
1764770119.729753,3,942
1764770119.729853,40,1141
1764770119.729953,470,526
1764770119.730053,82,120
1764770119.730153,1000,708
1764770119.730253,1,331
1764770119.730353,1000,982
1764770119.730453,20,1428
1764770119.730553,1000,683
1764770119.730653,15,434
1764770119.730753,22,281
1764770119.730853,5,1147
1764770119.730953,1000,702
1764770119.731053,4,776
1764770119.731153,7,627
1764770119.731253,153,1047
1764770119.731353,7,205
1764770119.731453,40,1293
1764770119.731553,492,1397
1764770119.731653,5,388
1764770119.731753,1,917
1764770119.731853,803,837
1764770119.731953,2,430
1764770119.732053,5,87
1764770119.732153,4,259
1764770119.732253,1000,1035
1764770119.732353,1,582
1764770119.732453,1000,1082
1764770119.732553,62,1042
1764770119.732653,1,353
1764770119.732753,2,125
1764770119.732853,1000,227
1764770119.732953,252,1007
1764770119.733053,13,723
1764770119.733153,35,423
1764770119.733253,9,1220
1764770119.733353,3,421
1764770119.733453,16,650
1764770119.733553,92,1411
1764770119.733653,1,677
1764770119.733753,8,991
1764770119.733853,202,961
1764770119.733953,16,1035
1764770119.734053,2,77
1764770119.734153,304,1253
1764770119.734253,69,177
1764770119.734353,1,746
1764770119.734453,1000,883
1764770119.734553,7,393
1764770119.734653,2,1007
1764770119.734753,4,91
1764770119.734853,1000,504
1764770119.734953,3,811
1764770119.735053,11,333
1764770119.735153,92,982
1764770119.735253,1000,164
1764770119.735353,50,1453
1764770119.735453,2,1285
1764770119.735553,15,438
1764770119.735653,1,258
1764770119.735753,135,336
1764770119.735853,516,1172
1764770119.735953,1000,933
1764770119.736053,39,934
1764770119.736153,1,765
1764770119.736253,12,540
1764770119.736353,557,430
1764770119.736453,36,895
1764770119.736553,1000,1047
1764770119.736653,1,94
1764770119.736753,3,860
1764770119.736853,4,486
1764770119.736953,692,1410
1764770119.737053,1,940
1764770119.737153,1000,495
1764770119.737253,431,498
1764770119.737353,1000,462
1764770119.737453,1000,1088
1764770119.737553,2,551
1764770119.737653,812,1256
1764770119.737753,1000,719
1764770119.737853,332,494
1764770119.737953,2,620
1764770119.738053,674,884
1764770119.738153,1000,418
1764770119.738253,1,670
1764770119.738353,12,853
1764770119.738453,6,109
1764770119.738553,25,921
1764770119.738653,7,1443
1764770119.738753,1000,1383
1764770119.738853,2,852
1764770119.738953,1,182
1764770119.739053,1,122
1764770119.739153,1000,901
1764770119.739253,2,519
1764770119.739353,68,388
1764770119.739453,1,1037
1764770119.739553,1,592
1764770119.739653,248,238
1764770119.739753,14,132
1764770119.739853,201,371
1764770119.739953,72,1188
1764770119.740053,1000,432
1764770119.740153,1000,855
1764770119.740253,148,891
1764770119.740353,1000,295
1764770119.740453,307,1499
1764770119.740553,1,1110
1764770119.740653,39,283
1764770119.740753,1,776
1764770119.740853,4,1316
1764770119.740953,98,227
1764770119.741053,1000,230
1764770119.741153,431,116
1764770119.741253,2,641
1764770119.741353,1,1477
1764770119.741453,1,1026
1764770119.741553,4,840
1764770119.741653,8,218
1764770119.741753,1000,308
1764770119.741853,386,446
1764770119.741953,4,274
1764770119.742053,7,1194
1764770119.742153,409,501
1764770119.742253,1,1211
1764770119.742353,88,717
1764770119.742453,1000,1244
1764770119.742553,1000,1338
1764770119.742653,37,1248
1764770119.742753,1000,879
1764770119.742853,26,935
1764770119.742953,4,1021
1764770119.743053,79,1417
1764770119.743153,3,1252
1764770119.743253,1,535
1764770119.743353,1,200
1764770119.743453,1,963
1764770119.743553,32,705
1764770119.743653,1,1345
1764770119.743753,7,1238
1764770119.743853,9,1428
1764770119.743953,1000,480
1764770119.744053,2,1018
1764770119.744153,1,611
1764770119.744253,1000,926
1764770119.744353,55,536
1764770119.744453,1,434
1764770119.744553,3,907
1764770119.744653,1,665
1764770119.744753,51,426
1764770119.744853,18,155
1764770119.744953,1,1385
1764770119.745053,1000,1358
1764770119.745153,2,1013
1764770119.745253,1000,378
1764770119.745353,158,160
1764770119.745453,2,424
1764770119.745553,14,1462
1764770119.745653,1000,278
1764770119.745753,1,1060
1764770119.745853,1,1083
1764770119.745953,2,1051
1764770119.746053,1000,1134
1764770119.746153,39,1063
1764770119.746253,47,875
1764770119.746353,851,1474
1764770119.746453,2,660
1764770119.746553,3,575
1764770119.746653,1000,431
1764770119.746753,14,489
1764770119.746853,44,95
1764770119.746953,1000,780
1764770119.747053,7,382
1764770119.747153,25,1359
1764770119.747253,17,505
1764770119.747353,1000,305
1764770119.747453,1,1343
1764770119.747553,1000,872
1764770119.747653,13,933
1764770119.747753,1,791
1764770119.747853,303,354
1764770119.747953,1000,322
1764770119.748053,12,145
1764770119.748153,6,277
1764770119.748253,1000,835
1764770119.748353,1,54
1764770119.748453,3,1066
1764770119.748553,35,932
1764770119.748653,32,121
1764770119.748753,6,1194
1764770119.748853,3,527
1764770119.748953,89,381
1764770119.749053,19,697
1764770119.749153,52,1295
1764770119.749253,719,1338
1764770119.749353,1000,294
1764770119.749453,12,194
1764770119.749553,1,71
1764770119.749653,5,378
1764770119.749753,1,1008
1764770119.749853,31,486
1764770119.749953,1000,712
1764770119.750053,1000,584
1764770119.750153,3,294
1764770119.750253,1000,211
1764770119.750353,1,824
1764770119.750453,1,777
1764770119.750553,1000,83
1764770119.750653,58,1057
1764770119.750753,164,1212
1764770119.750853,23,1490
1764770119.750953,1,746
1764770119.751053,2,56
1764770119.751153,1,1077
1764770119.751253,161,366
1764770119.751353,8,86
1764770119.751453,32,1445
1764770119.751553,1,897
1764770119.751653,1000,940
1764770119.751753,10,1043
1764770119.751853,1000,627
1764770119.751953,1000,501
1764770119.752053,173,657
1764770119.752153,4,453
1764770119.752253,2,1387
1764770119.752353,2,140
1764770119.752453,1,292
1764770119.752553,147,1057
1764770119.752653,104,1220
1764770119.752753,344,1373
1764770119.752853,173,531
1764770119.752953,1000,75
1764770119.753053,29,318
1764770119.753153,1,946
1764770119.753253,1000,280
1764770119.753353,2,266
1764770119.753453,1000,1400
1764770119.753553,871,1419
1764770119.753653,6,638
1764770119.753753,103,171
1764770119.753853,8,1336
1764770119.753953,1,722
1764770119.754053,77,1492
1764770119.754153,1000,1249
1764770119.754253,11,528
1764770119.754353,270,559
1764770119.754453,16,626
1764770119.754553,3,1103
1764770119.754653,45,1263
1764770119.754753,255,982
1764770119.754853,1000,776
1764770119.754953,328,883
1764770119.755053,1,1190
1764770119.755153,245,883
1764770119.755253,37,886
1764770119.755353,6,308
1764770119.755453,6,214
1764770119.755553,2,891
1764770119.755653,1,835
1764770119.755753,19,649
1764770119.755853,17,353
1764770119.755953,5,520
1764770119.756053,1,240
1764770119.756153,1000,1010
1764770119.756253,1000,209
1764770119.756353,16,1475
1764770119.756453,1,693
1764770119.756553,1000,720
1764770119.756653,4,825
1764770119.756753,1000,260
1764770119.756853,1000,1117
1764770119.756953,1000,842
1764770119.757053,1000,1171
1764770119.757153,504,1019
1764770119.757253,3,611
1764770119.757353,3,982
1764770119.757453,5,1164
1764770119.757553,3,301
1764770119.757653,1,695
1764770119.757753,5,980
1764770119.757853,27,1373
1764770119.757953,3,1385
1764770119.758053,1000,700
1764770119.758153,1,1342
1764770119.758253,4,664
1764770119.758353,1000,1168
1764770119.758453,1,575
1764770119.758553,48,68
1764770119.758653,6,464
1764770119.758753,7,284
1764770119.758853,1,774
1764770119.758953,3,377
1764770119.759053,14,509
1764770119.759153,1000,130
1764770119.759253,2,1489
1764770119.759353,1,983
1764770119.759453,14,134
1764770119.759553,1,1082
1764770119.759653,140,1350
1764770119.759753,1,147
1764770119.759853,1000,537
1764770119.759953,126,720
1764770119.760053,48,508
1764770119.760153,145,1351
1764770119.760253,380,1341
1764770119.760353,3,155
1764770119.760453,1000,631
1764770119.760553,41,427
1764770119.760653,14,793
1764770119.760753,24,1475
1764770119.760853,4,396
1764770119.760953,44,602
1764770119.761053,5,1230
1764770119.761153,578,950
1764770119.761253,12,247
1764770119.761353,1,670
1764770119.761453,2,193
1764770119.761553,37,566
1764770119.761653,7,616
1764770119.761753,1000,137
1764770119.761853,6,1141
1764770119.761953,15,593
1764770119.762053,6,327
1764770119.762153,1,1088
1764770119.762253,37,328
1764770119.762353,9,1240
1764770119.762453,29,299
1764770119.762553,98,1080
1764770119.762653,68,175
1764770119.762753,78,128
1764770119.762853,1000,767
1764770119.762953,144,52
1764770119.763053,23,722
1764770119.763153,6,695
1764770119.763253,5,904
1764770119.763353,5,428
1764770119.763453,4,1486
1764770119.763553,862,137
1764770119.763653,1000,339
1764770119.763753,350,189
1764770119.763853,13,1193
1764770119.763953,6,750
1764770119.764053,3,640
1764770119.764153,24,1191
1764770119.764253,40,289
1764770119.764353,1000,119
1764770119.764453,1000,1016
1764770119.764553,587,456
1764770119.764653,474,259
1764770119.764753,1,192
1764770119.764853,8,576
1764770119.764953,1000,720
1764770119.765053,3,943
1764770119.765153,1,1253
1764770119.765253,2,569
1764770119.765353,6,1159
1764770119.765453,170,1217
1764770119.765553,1,277
1764770119.765653,140,174
1764770119.765753,5,1307
1764770119.765853,1000,557
1764770119.765953,8,1284
1764770119.766053,1000,682
1764770119.766153,1,1481
1764770119.766253,544,712
1764770119.766353,1000,568
1764770119.766453,1,421
1764770119.766553,15,928
1764770119.766653,1,971
1764770119.766753,12,1490
1764770119.766853,1,47
1764770119.766953,3,1138
1764770119.767053,1,1099
1764770119.767153,23,190
1764770119.767253,1,1461
1764770119.767353,1000,857
1764770119.767453,7,868
1764770119.767553,1000,1403
1764770119.767653,2,190
1764770119.767753,2,776
1764770119.767853,21,1307
1764770119.767953,76,523
1764770119.768053,1,198
1764770119.768153,184,480
1764770119.768253,1000,746
1764770119.768353,1000,65
1764770119.768453,11,132
1764770119.768553,65,445
1764770119.768653,1,390
1764770119.768753,1,1252
1764770119.768853,1000,1361
1764770119.768953,3,41
1764770119.769053,6,1079
1764770119.769153,1,1458
1764770119.769253,9,959
1764770119.769353,227,90
1764770119.769453,245,1367
1764770119.769553,34,780
1764770119.769653,398,1236
1764770119.769753,12,1145
1764770119.769853,8,262
1764770119.769953,1,730
1764770119.770053,9,428
1764770119.770153,3,44
1764770119.770253,365,473
1764770119.770353,914,853
1764770119.770453,93,1229
1764770119.770553,3,1058
1764770119.770653,1,225
1764770119.770753,1,417
1764770119.770853,2,370
1764770119.770953,104,1260
1764770119.771053,507,1079
1764770119.771153,612,266
1764770119.771253,1,569
1764770119.771353,1000,901
1764770119.771453,1000,1344
1764770119.771553,1000,460
1764770119.771653,1,1174
1764770119.771753,22,1079
1764770119.771853,1,260
1764770119.771953,1,1061
1764770119.772053,41,1493
1764770119.772153,3,93
1764770119.772253,38,93
1764770119.772353,1,805
1764770119.772453,808,1242
1764770119.772553,1,855
1764770119.772653,4,1442
1764770119.772753,3,55
1764770119.772853,1000,551
1764770119.772953,1000,363
1764770119.773053,30,397
1764770119.773153,36,856
1764770119.773253,5,607
1764770119.773353,2,508
1764770119.773453,3,563
1764770119.773553,5,741
1764770119.773653,49,183
1764770119.773753,117,794
1764770119.773853,1000,403
1764770119.773953,132,680
1764770119.774053,2,964
1764770119.774153,1,1404
1764770119.774253,7,965
1764770119.774353,579,1424
1764770119.774453,2,211
1764770119.774553,37,114
1764770119.774653,147,598
1764770119.774753,10,718
1764770119.774853,4,424
1764770119.774953,2,566
1764770119.775053,198,291
1764770119.775153,23,1271
1764770119.775253,75,478
1764770119.775353,1000,1067
1764770119.775453,1000,1393
1764770119.775553,6,747
1764770119.775653,65,1152
1764770119.775753,1,671
1764770119.775853,38,339
1764770119.775953,2,1446
1764770119.776053,165,532
1764770119.776153,31,436
1764770119.776253,1000,348
1764770119.776353,1000,534
1764770119.776453,1,1192
1764770119.776553,1,1340
1764770119.776653,1,1280
1764770119.776753,353,887
1764770119.776853,3,1184
1764770119.776953,1,1096
1764770119.777053,1,745
1764770119.777153,1,84
1764770119.777253,155,1492
1764770119.777353,32,1108
1764770119.777453,2,1096
1764770119.777553,5,1383
1764770119.777653,211,455
1764770119.777753,2,804
1764770119.777853,19,355
1764770119.777953,1000,416
1764770119.778053,39,606
1764770119.778153,1000,1496
1764770119.778253,28,401
1764770119.778353,2,287
1764770119.778453,18,946
1764770119.778553,1000,388
1764770119.778653,1000,1493
1764770119.778753,1000,1322
1764770119.778853,239,383
1764770119.778953,1,392
1764770119.779053,5,64
1764770119.779153,1,618
1764770119.779253,251,778
1764770119.779353,1000,289
1764770119.779453,1000,1461
1764770119.779553,1000,1060
1764770119.779653,13,1155
1764770119.779753,101,1017
1764770119.779853,8,490
1764770119.779953,47,509
1764770119.780053,1,553
1764770119.780153,1000,278
1764770119.780253,1,561
1764770119.780353,11,1410
1764770119.780453,5,119
1764770119.780553,1,1180
1764770119.780653,1,1274
1764770119.780753,1000,1135
1764770119.780853,1,1264
1764770119.780953,3,673
1764770119.781053,1000,563
1764770119.781153,9,913
1764770119.781253,7,630
1764770119.781353,1000,916
1764770119.781453,20,104
1764770119.781553,1,188
1764770119.781653,1,646
1764770119.781753,9,1306
1764770119.781853,6,1141
1764770119.781953,2,1139
1764770119.782053,1,79
1764770119.782153,1,444
1764770119.782253,1,1346
1764770119.782353,106,203
1764770119.782453,207,1417
1764770119.782553,1,103
1764770119.782653,1000,78
1764770119.782753,1000,521
1764770119.782853,1000,770
1764770119.782953,2,859
1764770119.783053,1000,1125
1764770119.783153,1000,1025
1764770119.783253,6,1337
1764770119.783353,5,50
1764770119.783453,1,396
1764770119.783553,1000,609
1764770119.783653,8,705
1764770119.783753,1,93
1764770119.783853,20,987
1764770119.783953,3,833
1764770119.784053,286,596
1764770119.784153,1000,1404
1764770119.784253,352,1340
1764770119.784353,901,1032
1764770119.784453,1000,562
1764770119.784553,30,755
1764770119.784653,296,891
1764770119.784753,1,1164
1764770119.784853,1,1226
1764770119.784953,1,749
1764770119.785053,3,232
1764770119.785153,1,1455
1764770119.785253,1,1080
1764770119.785353,1000,1484
1764770119.785453,6,543
1764770119.785553,1,1277
1764770119.785653,9,1372
1764770119.785753,1,1179
1764770119.785853,4,305
1764770119.785953,2,945
1764770119.786053,2,1442
1764770119.786153,5,1366
1764770119.786253,83,362
1764770119.786353,153,135
1764770119.786453,2,527
1764770119.786553,168,138
1764770119.786653,1000,1241
1764770119.786753,1000,1322
1764770119.786853,124,843
1764770119.786953,4,173
1764770119.787053,2,942
1764770119.787153,168,807
1764770119.787253,1,704
1764770119.787353,2,807
1764770119.787453,2,169
1764770119.787553,28,299
1764770119.787653,62,1384
1764770119.787753,95,1080
1764770119.787853,33,282
1764770119.787953,1,543
1764770119.788053,1000,40
1764770119.788153,84,570
1764770119.788253,5,857
1764770119.788353,1000,260
1764770119.788453,1,826
1764770119.788553,170,523
1764770119.788653,2,1115
1764770119.788753,114,72
1764770119.788853,17,632
1764770119.788953,5,416
1764770119.789053,40,256
1764770119.789153,49,1063
1764770119.789253,22,1261
1764770119.789353,2,199
1764770119.789453,21,1436
1764770119.789553,19,905
1764770119.789653,615,1082
1764770119.789753,1,628
1764770119.789853,88,348
1764770119.789953,7,361
1764770119.790053,6,880
1764770119.790153,1000,87
1764770119.790253,2,1195
1764770119.790353,1,360
1764770119.790453,4,1240
1764770119.790553,3,667
1764770119.790653,144,1461
1764770119.790753,1,943
1764770119.790853,1000,267
1764770119.790953,5,115
1764770119.791053,1,1138
1764770119.791153,7,949
1764770119.791253,1000,849
1764770119.791353,6,951
1764770119.791453,1000,1258
1764770119.791553,67,1406
1764770119.791653,12,279
1764770119.791753,1000,468
1764770119.791853,2,427
1764770119.791953,10,600
1764770119.792053,27,1462
1764770119.792153,2,720
1764770119.792253,3,1023
1764770119.792353,41,558
1764770119.792453,1,931
1764770119.792553,831,652
1764770119.792653,180,220
1764770119.792753,1,122
1764770119.792853,293,344
1764770119.792953,885,1082
1764770119.793053,6,536
1764770119.793153,4,297
1764770119.793253,75,168
1764770119.793353,4,168
1764770119.793453,1,562
1764770119.793553,1,965
1764770119.793653,1,1184
1764770119.793753,136,69
1764770119.793853,79,67
1764770119.793953,6,736
1764770119.794053,43,1127
1764770119.794153,1000,254
1764770119.794253,36,848
1764770119.794353,3,226
1764770119.794453,1000,1023
1764770119.794553,1,920
1764770119.794653,7,1300
1764770119.794753,233,312
1764770119.794853,5,436
1764770119.794953,1,175
1764770119.795053,7,299
1764770119.795153,4,75
1764770119.795253,12,1078
1764770119.795353,39,541
1764770119.795453,6,97
1764770119.795553,5,815
1764770119.795653,1000,199
1764770119.795753,4,234
1764770119.795853,378,721
1764770119.795953,1000,1371
1764770119.796053,1000,1139
1764770119.796153,133,381
1764770119.796253,6,181
1764770119.796353,3,1192
1764770119.796453,21,701
1764770119.796553,1,515
1764770119.796653,2,449
1764770119.796753,1000,324
1764770119.796853,75,1236
1764770119.796953,2,85
1764770119.797053,47,438
1764770119.797153,1000,328
1764770119.797253,5,417
1764770119.797353,2,1266
1764770119.797453,1,1244
1764770119.797553,919,1449
1764770119.797653,432,784
1764770119.797753,19,1248
1764770119.797853,1,904
1764770119.797953,17,235
1764770119.798053,8,779
1764770119.798153,1,452
1764770119.798253,2,390
1764770119.798353,816,294
1764770119.798453,6,1326
1764770119.798553,947,1339
1764770119.798653,5,959
1764770119.798753,4,1128
1764770119.798853,19,967
1764770119.798953,97,1102
1764770119.799053,30,1165
1764770119.799153,1000,859
1764770119.799253,1000,186
1764770119.799353,6,108
1764770119.799453,9,607
1764770119.799553,3,1487
1764770119.799653,1,465
1764770119.799753,14,1161
1764770119.799853,24,1237
1764770119.799953,70,158
1764770119.800053,105,62
1764770119.800153,7,1110
1764770119.800253,17,321
1764770119.800353,22,386
1764770119.800453,1000,833
1764770119.800553,260,1118
1764770119.800653,3,346
1764770119.800753,425,761
1764770119.800853,266,1223
1764770119.800953,1,278
1764770119.801053,2,1216
1764770119.801153,1,658
1764770119.801253,5,1433
1764770119.801353,3,1191
1764770119.801453,1,146
1764770119.801553,210,107
1764770119.801653,2,735
1764770119.801753,1000,795
1764770119.801853,5,1240
1764770119.801953,1,1023
1764770119.802053,3,1144
1764770119.802153,2,337
1764770119.802253,1,799
1764770119.802353,963,435
1764770119.802453,1000,317
1764770119.802553,1000,637
1764770119.802653,1,820
1764770119.802753,16,336
1764770119.802853,7,1474
1764770119.802953,16,1381
